directorio,sex,female,age,max_educ_level,total_hours_worked,estrato1,micro_empresa,formal,tipo_ocup,size_firm,oficio,college,ingtot,y_ing_lab_m,y_ing_lab_m_ha,y_salary_m,y_salary_m_hu,y_total_m,y_total_m_ha
4521246,0,1,45,5,55,2,1,0,3,1,54,0,400000,200000,848.48486328125,200000,848.48486328125,200000,848.48486328125
4521246,0,1,18,5,56,2,1,0,1,2,45,0,500000,500000,2083.33325195312,500000,2083.33325195312,500000,2083.33325195312
4521248,0,1,37,7,51,3,0,1,1,5,2,0,8518125.00000001,7892291.787500022,41470.340820312515,7000000,34027.77734375,7892291.787500022,41470.340820312515
4521248,0,1,41,6,48,3,0,1,1,5,39,1,975000,975000,4739.58349609375,900000,4375,975000,4739.58349609375
4521250,0,1,26,6,48,2,0,1,1,4,53,1,1662500,1462500,7109.375,1400000,6805.5556640625,1462500,7109.375
4521252,1,0,29,7,48,3,0,1,1,5,21,0,2845666.66666667,2845666.5,13833.1005859375,2600000,12638.888671875,2845666.5,13833.1005859375
4521252,0,1,28,7,48,3,0,1,1,3,21,0,1279000,1279000,6217.361328125,1200000,5833.33349609375,1279000,6217.361328125
4521253,1,0,30,6,42,2,1,0,1,2,45,1,1669806.66666667,1549806.625,8610.037109375,1400000,7777.77783203125,1549806.625,8610.037109375
4521255,1,0,28,6,48,2,0,1,1,5,97,1,912523.666666667,912523.6875,4435.87890625,737717,3586.12426757812,912523.6875,4435.87890625
4521255,0,1,22,6,48,2,1,1,1,2,59,1,882523.666666667,882523.6875,4290.0458984375,737717,3586.12426757812,882523.6875,4290.0458984375
4521256,1,0,25,7,48,2,0,1,1,5,39,0,1244473.33333333,1244473.375,6049.5234375,1000000,4861.111328125,1244473.375,6049.5234375
4521256,0,1,23,7,48,2,1,0,1,2,38,0,700000,700000,3402.77783203125,700000,3402.77783203125,700000,3402.77783203125
4521257,1,0,59,7,40,3,0,1,2,5,12,0,8518125.00000001,7892291.787500022,41470.340820312515,7000000,37333.33203125,7892291.787500022,41470.340820312515
4521257,1,0,25,7,48,3,0,1,1,5,39,0,1600000,1600000,7777.77783203125,1600000,7777.77783203125,1600000,7777.77783203125
4521258,0,1,54,7,48,3,0,1,2,5,11,0,7786666.66666667,7786666.5,37851.8515625,6480000,31500,7786666.5,37851.8515625
4521259,0,1,36,7,48,3,0,1,1,5,11,0,1653000,1653000,8035.41650390625,1500000,7291.66650390625,1653000,8035.41650390625
4521261,0,1,48,7,48,3,0,1,1,4,39,0,764383.666666667,764383.6875,3715.75415039062,737717,3586.12426757812,764383.6875,3715.75415039062
4521265,0,1,60,5,48,2,0,1,1,5,55,0,882523.666666667,882523.6875,4290.0458984375,737717,3586.12426757812,882523.6875,4290.0458984375
4521266,1,0,50,7,70,3,0,1,2,5,58,0,4500000,4500000,15000,4000000,13333.3330078125,4500000,15000
4521266,0,1,48,7,56,3,0,1,1,5,2,0,8000000,7892291.787500022,33333.33203125,7000000,33333.33203125,7892291.787500022,33333.33203125
4521267,1,0,54,6,48,2,0,1,1,5,98,1,1300000,1300000,6319.4443359375,1200000,5833.33349609375,1300000,6319.4443359375
4521268,1,0,39,7,48,3,0,1,1,5,2,0,5058333,5000000,24305.5546875,5000000,24305.5546875,5000000,24305.5546875
4521268,0,1,36,7,48,3,0,1,1,5,19,0,3450000,3250000,15798.611328125,3000000,14583.3330078125,3250000,15798.611328125
4521269,1,0,38,7,45,3,0,1,1,5,11,0,3033333.33333333,3033333.25,15728.39453125,2800000,14518.5185546875,3033333.25,15728.39453125
4521269,0,1,32,7,40,3,0,1,1,5,6,0,3033333.33333333,3033333.25,17694.443359375,2800000,16333.3330078125,3033333.25,17694.443359375
4521270,0,1,59,4,48,2,0,0,1,3,53,0,1050000,900000,4375,900000,4375,900000,4375
4521271,1,0,56,6,48,3,0,1,1,5,59,1,1050000,1050000,5104.16650390625,800000,3888.88891601562,1050000,5104.16650390625
4521272,0,1,57,6,48,3,0,1,1,5,39,1,1783333,1600000,7777.77783203125,1600000,7777.77783203125,1600000,7777.77783203125
4521272,0,1,23,7,48,3,0,1,1,4,13,0,1333140,1333140,6480.54150390625,1200000,5833.33349609375,1333140,6480.54150390625
4521275,0,1,31,6,70,3,0,0,1,4,53,1,1067193.41666667,857193.4375,2857.3115234375,737717,2459.056640625,857193.4375,2857.3115234375
4521275,0,1,21,6,70,3,0,0,1,3,45,1,837717,737717,2459.056640625,737717,2459.056640625,737717,2459.056640625
4521276,0,1,35,7,60,3,0,1,1,5,97,0,829217,829217,3224.73266601562,737717,2868.8994140625,829217,3224.73266601562
4521278,1,0,37,7,45,2,0,1,2,5,12,0,3642500,3595500,18643.333984375,2400000,12444.4443359375,3595500,18643.333984375
4521278,0,1,40,7,44,2,0,0,1,4,39,0,1700000,1700000,9015.1513671875,1500000,11666.6669921875,1700000,9015.1513671875
4521279,1,0,35,6,65,2,1,0,1,2,51,1,812500,812500,2916.66674804688,750000,2692.3076171875,812500,2916.66674804688
4521281,1,0,45,5,48,2,0,1,1,4,58,0,1580000,1200000,5833.33349609375,1200000,5833.33349609375,1200000,5833.33349609375
4521281,0,1,45,5,48,2,0,1,1,5,55,0,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4521281,1,0,19,7,20,2,0,0,1,4,33,0,384000,300000,3500,300000,3500,300000,3500
4521283,0,1,40,7,40,4,0,1,1,3,3,0,820857,820857,4788.33251953125,737717,4303.34912109375,820857,4788.33251953125
4521284,1,0,47,6,48,2,0,1,1,5,97,1,1023140,1023140,4973.59716796875,850000,4131.9443359375,1023140,4973.59716796875
4521287,0,1,48,5,40,3,1,0,1,2,45,0,750000,750000,4375,750000,4375,750000,4375
4521288,0,1,35,7,48,3,0,1,1,5,77,0,2708333.33333333,2708333.25,13165.5087890625,2500000,12152.77734375,2708333.25,13165.5087890625
4521289,1,0,38,6,56,2,0,1,2,5,58,1,1497000,1450000,6041.66650390625,1200000,5000,1450000,6041.66650390625
4521291,1,0,53,7,40,4,0,1,2,5,12,0,3924166.66666667,3924166.75,22890.97265625,3400000,19833.333984375,3924166.75,22890.97265625
4521292,0,1,58,3,48,4,1,1,3,1,54,0,737717,737717,3586.12426757812,737717,3586.12426757812,737717,3586.12426757812
4521293,1,0,66,3,48,2,1,1,1,2,58,0,803140,803140,3904.15283203125,720000,3500,803140,3904.15283203125
4521294,1,0,50,7,55,4,0,1,1,5,21,0,8518125.00000001,7892291.787500022,33939.39453125,7000000,33939.39453125,7892291.787500022,33939.39453125
4521294,0,1,51,7,48,4,0,1,2,5,33,0,2925000,2925000,14218.75,2700000,13125,2925000,14218.75
4521297,1,0,62,6,18,3,1,0,1,2,79,1,196000,40000,518.518493652344,40000,518.518493652344,40000,518.518493652344
4521297,0,1,57,5,18,3,1,0,3,1,54,0,224000,144000,1866.66662597656,144000,1866.66662597656,144000,1866.66662597656
4521297,0,1,28,6,16,3,1,0,1,2,80,1,440000,440000,6416.66650390625,440000,6416.66650390625,440000,6416.66650390625
4521298,0,1,32,7,48,3,0,1,2,5,13,0,3216666.66666667,3216666.75,15636.57421875,2900000,14097.22265625,3216666.75,15636.57421875
4521300,1,0,26,6,54,2,1,0,1,2,95,1,1000000,1000000,4320.98779296875,1000000,4320.98779296875,1000000,4320.98779296875
4521300,0,1,36,4,45,2,1,1,3,1,54,0,920857,820857,4256.29541015625,737717,3825.19921875,820857,4256.29541015625
4521301,1,0,37,6,48,1,0,1,1,4,95,1,820857,820857,3990.27709960938,737717,3586.12426757812,820857,3990.27709960938
4521302,1,0,25,4,50,1,0,0,1,5,84,0,1300000,1000000,4666.66650390625,1000000,4666.66650390625,1000000,4666.66650390625
4521303,0,1,28,7,15,2,0,0,1,4,39,0,300000,300000,4666.66650390625,300000,4666.66650390625,300000,4666.66650390625
4521307,1,0,27,7,48,2,0,1,1,4,33,0,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4521307,0,1,19,7,48,2,0,0,1,5,33,0,787717,737717,3586.12426757812,737717,3586.12426757812,737717,3586.12426757812
4521308,0,1,37,6,48,3,1,1,1,2,45,1,800217,800217,3889.94384765625,737717,3586.12426757812,800217,3889.94384765625
4521309,1,0,23,6,48,1,0,1,1,5,87,1,1200000,1200000,5833.33349609375,1200000,5833.33349609375,1200000,5833.33349609375
4521310,0,1,48,5,48,3,0,1,1,5,55,0,820857,820857,3990.27709960938,737717,3586.12426757812,820857,3990.27709960938
4521311,0,1,47,6,48,3,0,1,1,5,97,1,882333.416666667,882333.4375,4289.12109375,737717,3586.12426757812,882333.4375,4289.12109375
4521312,1,0,33,6,48,3,0,0,1,3,53,1,600000,600000,2916.66674804688,600000,2916.66674804688,600000,2916.66674804688
4521312,0,1,33,6,48,3,0,0,1,3,53,1,500000,500000,2430.5556640625,500000,2430.5556640625,500000,2430.5556640625
4521312,1,0,47,5,48,3,1,0,1,2,87,0,650000,650000,3159.72216796875,650000,3159.72216796875,650000,3159.72216796875
4521313,0,1,54,4,40,2,1,1,3,1,54,0,849000,729000,4252.5,700000,4083.33325195312,729000,4252.5
4521315,1,0,35,6,48,2,0,1,1,4,95,1,1683140,1183140,5751.375,1100000,5347.22216796875,1183140,5751.375
4521315,1,0,31,5,48,2,0,1,1,4,39,0,820857,820857,3990.27709960938,737717,3586.12426757812,820857,3990.27709960938
4521316,1,0,32,7,48,1,1,1,1,2,87,0,1112140,1112140,5406.236328125,1000000,4861.111328125,1112140,5406.236328125
4521317,1,0,30,7,40,3,1,1,1,2,16,0,1400000,1400000,8166.66650390625,1400000,8166.66650390625,1400000,8166.66650390625
4521321,0,1,41,6,48,2,1,0,1,2,84,1,859000,779000,3786.8056640625,750000,3645.83325195312,779000,3786.8056640625
4521322,0,1,34,5,48,3,1,1,1,2,53,0,920000,720000,3500,720000,3500,720000,3500
4521324,1,0,32,6,48,2,1,1,1,2,95,1,820857,820857,3990.27709960938,737717,3586.12426757812,820857,3990.27709960938
4521325,1,0,32,7,72,3,0,1,1,5,97,0,2466473.33333333,2106473.25,6826.53369140625,1940000,6287.037109375,2106473.25,6826.53369140625
4521325,0,1,28,7,40,3,0,1,1,5,33,0,827523.666666667,827523.6875,4827.2216796875,737717,4303.34912109375,827523.6875,4827.2216796875
4521326,1,0,35,6,48,1,0,1,1,5,58,1,1375140,1375140,6684.70849609375,1200000,5833.33349609375,1375140,6684.70849609375
4521326,0,1,34,3,27,1,1,0,3,1,54,0,600000,480000,4148.14794921875,480000,4148.14794921875,480000,4148.14794921875
4521327,1,0,27,7,36,3,0,1,1,5,44,0,882333.416666667,882333.4375,5718.82763671875,737717,4781.4990234375,882333.4375,5718.82763671875
4521327,0,1,30,7,30,3,0,1,2,5,13,0,2812500,2812500,21875,2500000,19444.4453125,2812500,21875
4521328,1,0,47,7,50,3,0,1,1,5,45,0,2656000,2656000,12394.6669921875,2400000,11200,2656000,12394.6669921875
4521331,0,1,61,4,40,1,1,0,1,2,45,0,420000,300000,1750,300000,1750,300000,1750
4521331,1,0,37,5,60,1,1,0,1,2,81,0,737717,737717,2868.8994140625,737717,2868.8994140625,737717,2868.8994140625
4521332,1,0,36,7,56,1,1,0,1,1,45,0,737717,737717,3073.82080078125,737717,3073.82080078125,737717,3073.82080078125
4521332,0,1,22,6,36,1,1,0,3,1,54,1,900000,800000,5185.18505859375,800000,5185.18505859375,800000,5185.18505859375
4521334,1,0,45,6,60,2,0,1,1,5,58,1,737717,737717,2868.8994140625,737717,2868.8994140625,737717,2868.8994140625
4521336,0,1,33,6,45,2,0,1,1,5,59,1,1708140,1708140,8857.0224609375,1600000,8296.2958984375,1708140,8857.0224609375
4521337,0,1,44,6,48,2,0,1,1,4,33,1,793383.666666667,793383.6875,3856.72631835938,737717,3586.12426757812,793383.6875,3856.72631835938
4521338,0,1,33,6,24,2,0,1,1,5,39,1,650000,650000,6319.4443359375,550000,5347.22216796875,650000,6319.4443359375
4521340,0,1,42,6,48,3,0,1,1,5,39,1,879857,879857,4277.08251953125,737717,3586.12426757812,879857,4277.08251953125
4521342,1,0,24,5,84,1,0,1,1,5,42,0,962740,962740,2674.27783203125,850000,2361.11108398438,962740,2674.27783203125
4521343,0,1,22,7,48,3,0,1,1,4,33,0,1062306.33333333,1003973.3125,4880.42578125,850000,4131.9443359375,1003973.3125,4880.42578125
4521344,1,0,37,3,40,1,1,0,1,2,97,0,700000,700000,4083.33325195312,700000,4083.33325195312,700000,4083.33325195312
4521345,0,1,47,3,56,2,1,0,3,2,54,0,800000,600000,2500,600000,2500,600000,2500
4521346,1,0,26,7,63,1,1,0,1,2,45,0,1040000,800000,2962.962890625,800000,2962.962890625,800000,2962.962890625
4521346,0,1,23,6,45,1,1,0,3,1,54,1,320000,200000,1037.03698730469,200000,1037.03698730469,200000,1037.03698730469
4521347,0,1,25,7,40,3,0,1,1,4,11,0,882333.416666667,882333.4375,5146.94482421875,737717,4303.34912109375,882333.4375,5146.94482421875
4521348,1,0,26,6,48,1,0,0,1,3,53,1,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4521351,1,0,33,7,70,3,0,1,2,5,58,0,1891666.66666667,1891666.625,6305.55517578125,1700000,5666.66650390625,1891666.625,6305.55517578125
4521351,0,1,30,7,48,3,0,1,1,5,11,0,1166473.33333333,1166473.375,5670.3564453125,1000000,4861.111328125,1166473.375,5670.3564453125
4521352,1,0,30,6,72,2,0,1,2,5,58,1,2688133.33333333,2688133.25,8711.54296875,2200000,7129.62939453125,2688133.25,8711.54296875
4521353,0,1,22,5,56,1,1,0,1,2,53,0,1100000,900000,3750,900000,3750,900000,3750
4521361,1,0,37,4,56,3,1,0,1,2,77,0,1500000,1500000,6250,1500000,6250,1500000,6250
4521361,0,1,36,4,54,3,0,0,1,3,53,0,700000,500000,2160.49389648438,500000,2160.49389648438,500000,2160.49389648438
4521363,0,1,63,7,30,2,1,0,1,2,53,0,600000,320000,2488.88891601562,320000,2488.88891601562,320000,2488.88891601562
4521363,1,0,32,7,60,2,1,0,1,2,53,0,1150000,900000,3500,900000,3500,900000,3500
4521367,0,1,48,6,45,3,1,1,3,1,54,1,1660000,1400000,7259.25927734375,1400000,7259.25927734375,1400000,7259.25927734375
4521367,0,1,30,7,8,3,0,1,1,4,33,0,467500,427500,12468.75,400000,11666.6669921875,427500,12468.75
4521369,0,1,32,7,48,2,1,0,1,2,45,0,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4521373,1,0,54,5,48,2,0,1,1,5,84,0,1289806.66666667,1289806.625,6269.8935546875,1115000,5420.138671875,1289806.625,6269.8935546875
4521373,0,1,47,5,48,2,0,1,1,5,90,0,882523.666666667,882523.6875,4290.0458984375,737717,3586.12426757812,882523.6875,4290.0458984375
4521374,1,0,50,7,55,5,0,1,1,5,11,0,8518125.00000001,7892291.787500022,41470.340820312515,7000000,37333.33203125,7892291.787500022,41470.340820312515
4521374,0,1,50,7,70,5,0,1,1,5,42,0,3000000,3000000,10000,3000000,10000,3000000,10000
4521375,0,1,42,7,48,5,0,1,1,5,21,0,2650000,2650000,12881.9443359375,2650000,12881.9443359375,2650000,12881.9443359375
4521377,1,0,40,6,48,2,1,1,1,2,37,1,912523.666666667,912523.6875,4435.87890625,737717,3586.12426757812,912523.6875,4435.87890625
4521382,1,0,39,7,14,2,0,0,1,5,36,0,1100000,1100000,18333.333984375,1100000,18333.333984375,1100000,18333.333984375
4521382,0,1,24,7,48,2,0,1,1,5,59,0,962740,962740,4679.986328125,850000,4131.9443359375,962740,4679.986328125
4521384,1,0,24,6,48,2,1,1,1,2,39,1,883357,883357,4294.0966796875,737717,3586.12426757812,883357,4294.0966796875
4521391,1,0,24,7,48,2,0,1,1,5,38,0,882333.416666667,882333.4375,4289.12109375,737717,3586.12426757812,882333.4375,4289.12109375
4521392,1,0,25,6,48,2,0,1,1,5,58,1,911333.416666667,911333.4375,4430.09326171875,737717,3586.12426757812,911333.4375,4430.09326171875
4521392,0,1,23,7,63,2,1,0,1,2,53,0,962666.666666667,560000,2074.07397460938,560000,2074.07397460938,560000,2074.07397460938
4521395,1,0,40,7,40,3,0,1,1,5,39,0,1549806.66666667,1549806.625,9040.5390625,1300000,7583.33349609375,1549806.625,9040.5390625
4521395,0,1,40,7,40,3,0,1,1,5,11,0,6700000,6500000,37916.66796875,6000000,35000,6500000,37916.66796875
4521395,1,0,51,7,40,3,0,1,1,5,13,0,1550000,1550000,9041.6669921875,1400000,8166.66650390625,1550000,9041.6669921875
4521396,1,0,29,7,48,3,0,1,1,5,8,0,2625000,2625000,12760.4169921875,2500000,12152.77734375,2625000,12760.4169921875
4521396,1,0,48,7,48,3,0,1,1,5,30,0,2275000,2275000,11059.02734375,2100000,10208.3330078125,2275000,11059.02734375
4521397,0,1,35,7,48,2,0,1,1,4,11,0,1070666.66666667,1070666.625,5204.62939453125,1000000,4861.111328125,1070666.625,5204.62939453125
4521398,0,1,43,6,48,2,0,1,1,4,97,1,908190.333333333,908190.3125,4414.81396484375,737717,3586.12426757812,908190.3125,4414.81396484375
4521398,0,1,20,6,48,2,1,1,1,2,45,1,845857,845857,4111.8046875,737717,3586.12426757812,845857,4111.8046875
4521399,0,1,30,6,48,3,0,1,1,5,30,1,1918000,1030000,5006.9443359375,1000000,4861.111328125,1030000,5006.9443359375
4521399,0,1,33,6,8,3,1,0,1,2,53,1,73333.3333333333,40000,1166.66662597656,40000,1166.66662597656,40000,1166.66662597656
4521404,0,1,36,6,40,3,1,0,1,2,36,1,300000,300000,1750,300000,1750,300000,1750
4521404,0,1,64,6,48,3,0,1,1,4,79,1,1600000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4521407,1,0,29,1,66,2,0,0,1,4,81,0,1000000,1000000,3535.353515625,1000000,3535.353515625,1000000,3535.353515625
4521407,1,0,21,4,40,2,0,0,1,3,97,0,1000000,1000000,5833.33349609375,1000000,5833.33349609375,1000000,5833.33349609375
4521408,1,0,41,7,60,3,0,1,1,5,98,0,2283333.33333333,1833333.375,7129.6298828125,1700000,6611.111328125,1833333.375,7129.6298828125
4521408,0,1,40,6,50,3,0,1,1,4,21,1,1487306.66666667,1487306.625,6940.76416015625,1300000,6066.66650390625,1487306.625,6940.76416015625
4521408,1,0,21,7,40,3,0,1,1,5,39,0,1228973.33333333,1228973.375,7169.01123046875,1100000,6416.66650390625,1228973.375,7169.01123046875
4521408,0,1,20,6,48,3,0,1,1,4,39,1,820857,820857,3990.27709960938,737717,3586.12426757812,820857,3990.27709960938
4521411,0,1,43,7,48,3,0,1,1,4,33,0,1691666.66666667,1691666.625,8223.3798828125,1500000,7291.66650390625,1691666.625,8223.3798828125
4521411,1,0,21,6,48,3,0,1,1,4,45,1,1166666.66666667,1166666.625,5671.2958984375,1100000,5347.22216796875,1166666.625,5671.2958984375
4521413,0,1,53,7,48,4,0,1,2,5,32,0,8518125.00000001,7892291.787500022,41470.340820312515,7000000,37333.33203125,7892291.787500022,41470.340820312515
4521413,1,0,26,6,48,4,0,1,1,4,81,1,848383.666666667,848383.6875,4124.08740234375,737717,3586.12426757812,848383.6875,4124.08740234375
4521413,0,1,29,7,48,4,0,1,1,5,6,0,1491500,1491500,7250.34716796875,1400000,6805.5556640625,1491500,7250.34716796875
4521416,0,1,37,7,48,2,0,1,1,4,39,0,1224473.33333333,1224473.375,5952.30126953125,1000000,4861.111328125,1224473.375,5952.30126953125
4521417,0,1,26,7,40,3,0,1,1,4,7,0,2508140,2358140,13755.81640625,2100000,12250,2358140,13755.81640625
4521421,0,1,42,6,45,2,0,1,1,4,39,1,1058140,1058140,5486.65185546875,900000,4666.66650390625,1058140,5486.65185546875
4521422,0,1,31,6,50,3,0,1,1,5,39,1,977333.416666667,907333.4375,4234.22265625,737717,3442.67944335938,907333.4375,4234.22265625
4521423,1,0,25,7,70,1,0,1,1,5,3,0,849857,849857,2832.85668945312,737717,2459.056640625,849857,2832.85668945312
4521424,1,0,63,5,48,3,0,1,1,4,58,0,1983333.33333333,1083333.375,5266.2041015625,1000000,4861.111328125,1083333.375,5266.2041015625
4521425,0,1,33,6,48,3,1,1,1,2,45,1,1333333.33333333,1333333.375,6481.4814453125,1300000,6319.4443359375,1333333.375,6481.4814453125
4521427,1,0,38,5,60,3,0,1,1,5,58,0,970000,970000,3772.22216796875,970000,3772.22216796875,970000,3772.22216796875
4521427,0,1,56,4,48,3,1,1,3,1,54,0,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4521428,0,1,30,7,48,3,0,1,2,5,39,0,3250000,3250000,15798.611328125,3000000,14583.3330078125,3250000,15798.611328125
4521429,1,0,27,6,65,1,0,1,1,5,37,1,1166473.33333333,1166473.375,4187.34033203125,1000000,3589.74365234375,1166473.375,4187.34033203125
4521437,1,0,57,5,54,3,0,1,1,4,45,0,882333.416666667,882333.4375,3812.55200195312,737717,3187.666015625,882333.4375,3812.55200195312
4521437,0,1,21,7,40,3,0,0,1,5,3,0,1737717,737717,4303.34912109375,737717,4303.34912109375,737717,4303.34912109375
4521438,1,0,48,7,48,3,0,1,1,3,70,0,3408333.33333333,2408333.25,11707.17578125,2200000,10694.4443359375,2408333.25,11707.17578125
4521438,0,1,40,7,48,3,0,1,1,3,21,0,2058333.33333333,2058333.375,10005.787109375,1900000,9236.111328125,2058333.375,10005.787109375
4521439,0,1,25,7,8,3,0,0,1,4,59,0,880000,330000,9625,330000,9625,330000,9625
4521449,1,0,58,4,48,2,0,1,1,4,95,0,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4521449,0,1,27,7,45,2,0,1,1,4,21,0,983140,983140,5097.76318359375,900000,4666.66650390625,983140,5097.76318359375
4521449,0,1,23,7,66,2,0,1,1,5,59,0,883357,883357,3122.97924804688,737717,2608.09033203125,883357,3122.97924804688
4521452,1,0,21,6,50,2,1,0,1,2,39,1,737717,737717,3442.67944335938,737717,3442.67944335938,737717,3442.67944335938
4521453,0,1,45,5,50,2,1,1,3,1,54,0,1020857,820857,3830.666015625,737717,3442.67944335938,820857,3830.666015625
4521456,1,0,36,7,48,2,0,1,1,5,37,0,1597806.66666667,1007806.6875,4899.06005859375,800000,3888.88891601562,1007806.6875,4899.06005859375
4521473,0,1,55,5,68,2,1,1,3,1,54,0,868140,668140,2292.63720703125,540000,1852.94116210938,668140,2292.63720703125
4521473,0,1,37,6,48,2,0,1,1,5,45,1,962333.416666667,882333.4375,4289.12109375,737717,3586.12426757812,882333.4375,4289.12109375
4524061,1,0,25,7,48,3,0,1,1,5,2,0,1316666.66666667,1316666.75,6400.46337890625,1200000,5833.33349609375,1316666.75,6400.46337890625
4524061,0,1,24,7,48,3,0,1,1,5,45,0,2395666.66666667,2395666.5,11645.6005859375,2200000,10694.4443359375,2395666.5,11645.6005859375
4524062,0,1,34,6,40,3,0,1,1,4,77,1,1028806.66666667,1028806.6875,6001.37255859375,850000,4958.33349609375,1028806.6875,6001.37255859375
4524972,1,0,54,4,48,2,0,1,1,5,83,0,799193.416666667,799193.4375,3884.96801757812,737717,3586.12426757812,799193.4375,3884.96801757812
4524973,0,1,43,7,10,3,0,0,1,3,55,0,956000,240000,5600,240000,5600,240000,5600
4524974,1,0,59,7,30,3,0,1,2,5,13,0,5025000,3125000,24305.5546875,3000000,23333.333984375,3125000,24305.5546875
4524976,1,0,24,6,54,1,1,0,1,2,87,1,1000000,1000000,4320.98779296875,1000000,4320.98779296875,1000000,4320.98779296875
4524978,0,1,23,7,48,1,1,1,1,2,39,0,800217,800217,3889.94384765625,737717,3586.12426757812,800217,3889.94384765625
4524978,0,1,49,4,70,1,1,0,3,1,54,0,250000,200000,666.666687011719,200000,666.666687011719,200000,666.666687011719
4524981,1,0,50,6,48,1,0,1,1,4,58,1,1173616.41666667,1173616.375,5705.07958984375,1000000,4861.111328125,1173616.375,5705.07958984375
4524982,1,0,23,3,50,1,0,1,1,4,85,0,1003973.33333333,1003973.3125,4685.208984375,850000,3966.66674804688,1003973.3125,4685.208984375
4524983,1,0,72,3,40,2,1,0,1,2,58,0,420000,300000,1750,300000,1750,300000,1750
4524985,1,0,46,5,60,1,0,1,1,4,58,0,1019000,1019000,3962.77783203125,990000,3850,1019000,3962.77783203125
4526753,1,0,54,7,48,3,0,1,1,3,21,0,1800000,1800000,8750,1800000,8750,1800000,8750
4526753,0,1,50,7,30,3,0,1,2,5,13,0,4116666.66666667,4116666.75,32018.51953125,3800000,29555.5546875,4116666.75,32018.51953125
4526754,0,1,27,7,48,3,0,1,1,5,2,0,1816473.33333333,1816473.375,8830.0791015625,1600000,7777.77783203125,1816473.375,8830.0791015625
4526758,0,1,46,3,58,2,1,1,3,1,55,0,820140,820140,3299.41381835938,737000,2964.94262695312,820140,3299.41381835938
4526758,1,0,48,4,50,2,0,1,1,5,97,0,1716666.66666667,1516666.625,7077.77734375,1400000,6533.33349609375,1516666.625,7077.77734375
